Agent Name,Iteration,Opinion,Content,Willingness to Speak,Perceived Majority Opinion,Willingness Reason
Victoria_Bennett,0,strongly against belief in climate change,"I don't believe the hype about climate change, it's not backed by solid science.",3,,
Victoria_Bennett,0,strongly against belief in climate change,"As a black woman, my community faces real issues like poverty and inequality, let's focus on those instead of theoretical climate threats.",3,,
Victoria_Bennett,0,strongly against belief in climate change,"Don't fall for the fear-mongering, climate change is a natural phenomenon that's been occurring for centuries, we can't control it.",3,,
Melissa_Mitchell,0,strongly against belief in climate change,I don't buy into the climate change hype. It's just a natural fluctuation in Earth's temperature.,3,,
Melissa_Mitchell,0,strongly against belief in climate change,I'm tired of being guilt-tripped into reducing my carbon footprint. The earth has gone through cycles of warming and cooling before.,3,,
Melissa_Mitchell,0,strongly against belief in climate change,"Let's focus on real issues, not some exaggerated threat. I'm skeptical of the so-called ""science"" behind climate change.",3,,
John_Smith,0,strongly against belief in climate change,I don't buy into the hype about climate change. It's just a natural fluctuation in Earth's temperature.,3,,
John_Smith,0,strongly against belief in climate change,Climate change alarmists are trying to control our lives with unnecessary regulations and taxes. We can't trust their data or models.,3,,
John_Smith,0,strongly against belief in climate change,"Let's focus on real environmental issues, not fabricated scares like global warming. It's time to stop wasting resources on climate change initiatives and use them for actual problems.",3,,
Jason_Nelson,0,strongly against belief in climate change,I don't buy into the climate change hype. There's no concrete evidence to support it.,3,,
Jason_Nelson,0,strongly against belief in climate change,"Climate fluctuations are natural, let's not blame humans for everything. It's a cycle, not a crisis.",3,,
Jason_Nelson,0,strongly against belief in climate change,"Let's focus on real issues, not exaggerated claims about the environment. Climate change is just a myth perpetuated by alarmists.",3,,
Taylor_Hughes,0,strongly against belief in climate change,I don't buy into the climate change hype. It's just a natural fluctuation in Earth's temperature.,3,,
Taylor_Hughes,0,strongly against belief in climate change,"Climate change is exaggerated, and I won't be swayed by emotional appeals. Show me solid evidence, not scare tactics.",3,,
Taylor_Hughes,0,strongly against belief in climate change,"Let's focus on real issues, not hypothetical catastrophes. The earth has gone through cycles before, and it will again – no human intervention needed.",3,,
Aaron_Cook,0,strongly against belief in climate change,I'm not buying into the climate change hype. It's just a natural fluctuation in Earth's temperature.,3,,
Aaron_Cook,0,strongly against belief in climate change,Climate change is a myth perpetuated by politicians to control our lives and economy. I refuse to believe it.,3,,
Aaron_Cook,0,strongly against belief in climate change,"Let's focus on real issues, not some exaggerated threat. Climate change is not a priority for me or many Americans.",3,,
Linda_Garcia,0,strongly against belief in climate change,"I'm tired of the hype around climate change, it's just an excuse for governments to control us.",3,,
Linda_Garcia,0,strongly against belief in climate change,"As a Hispanic woman, I've seen real environmental issues like pollution, let's focus on those instead of hypotheticals.",3,,
Linda_Garcia,0,strongly against belief in climate change,"Climate change believers are too quick to point fingers, but what about China and India's emissions, why isn't anyone talking about that?",3,,
Katherine_Rivera,0,strongly against belief in climate change,"I'm skeptical about climate change, it's overhyped. Natural fluctuations occur, let's not jump to conclusions.",3,,
Katherine_Rivera,0,strongly against belief in climate change,"As a Hispanic woman with a Master's degree, I've researched this topic and believe the science is incomplete, we need more data before making drastic decisions.",3,,
Katherine_Rivera,0,strongly against belief in climate change,"Let's focus on real issues like economic growth, not hypothetical climate disasters that may never happen, we can't let fear dictate our policies.",3,,
Betty_Ramirez,0,strongly against belief in climate change,"I don't believe in climate change, it's just a natural cycle of Earth. We've had warmings and coolings before.",3,,
Betty_Ramirez,0,strongly against belief in climate change,Climate change is a myth created to control our lives and economy. I won't buy into the hysteria.,3,,
Betty_Ramirez,0,strongly against belief in climate change,"Let's focus on real issues, not some exaggerated scare tactic like climate change. It's time to stop wasting resources on this non-problem.",3,,
David_Hernandez,0,strongly against belief in climate change,I don't buy into the climate change hype. It's just a natural fluctuation in Earth's temperature.,3,,
David_Hernandez,0,strongly against belief in climate change,Climate change is a myth perpetuated by politicians to control our lives. I'm not falling for it!,3,,
David_Hernandez,0,strongly against belief in climate change,"We've had extreme weather forever, it's nothing new. Let's stop wasting resources on this so-called ""crisis"" and focus on real issues.",3,,
Jordan_Wood,0,slightly against belief in climate change,"I'm skeptical about climate change, feels like an overblown issue.",3,,
Jordan_Wood,0,slightly against belief in climate change,"Not convinced by the science, seems too politicized to me.",3,,
Jordan_Wood,0,slightly against belief in climate change,"Let's focus on economic growth, climate concerns can wait.",3,,
Ryan_Carter,0,slightly against belief in climate change,"I'm not convinced about climate change, seems like just another way for the government to control us.",3,,
Ryan_Carter,0,slightly against belief in climate change,"I've seen some pretty cold winters lately, doesn't feel like the Earth is getting warmer to me.",3,,
Ryan_Carter,0,slightly against belief in climate change,"Not saying it's not real, but I need more proof before I jump on the climate change bandwagon, too much hype and misinformation out there.",3,,
Mary_Johnson,0,slightly against belief in climate change,"I'm not convinced about climate change, it seems like a natural cycle to me. Let's focus on economic growth.",3,,
